file	line	macro	category	decision	contract	source
test/symphony_elixir/live_e2e_test.exs	281	flunk	control-flow	rewrite-match	explicit success shape	flunk("Linear GraphQL returned unexpected payload: #{inspect(payload)}")
test/symphony_elixir/live_e2e_test.exs	284	flunk	control-flow	rewrite-match	explicit success shape	flunk("Linear GraphQL request failed: #{inspect(reason)}")
test/symphony_elixir/live_e2e_test.exs	295	flunk	control-flow	rewrite-match	explicit success shape	flunk("expected successful #{mutation_name} response, got: #{inspect(data)}")
test/symphony_elixir/live_e2e_test.exs	371	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("timed out waiting for worker runtime info for #{inspect(issue_id)}")
test/symphony_elixir/live_e2e_test.exs	389	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("failed to read remote result from #{worker_host}:#{remote_result_path} (status #{status}): #{inspect(output)}")
test/symphony_elixir/live_e2e_test.exs	392	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("failed to read remote result from #{worker_host}:#{remote_result_path}: #{inspect(reason)}")
test/symphony_elixir/live_e2e_test.exs	608	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("expected all live SSH workers to share one home directory, got: #{inspect(homes)}")
test/symphony_elixir/live_e2e_test.exs	613	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	defp shared_remote_home!(_worker_hosts), do: flunk("expected at least one live SSH worker host")
test/symphony_elixir/live_e2e_test.exs	621	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	"" -> flunk("expected non-empty remote home for #{worker_host}")
test/symphony_elixir/live_e2e_test.exs	626	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("failed to resolve remote home for #{worker_host} (status #{status}): #{inspect(output)}")
test/symphony_elixir/live_e2e_test.exs	629	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("failed to resolve remote home for #{worker_host}: #{inspect(reason)}")
test/symphony_elixir/live_e2e_test.exs	659	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("docker worker mode requires `ssh-keygen` on PATH")
test/symphony_elixir/live_e2e_test.exs	669	flunk	control-flow	rewrite-match	explicit success shape	{output, status} -> flunk("failed to generate live docker ssh key (status #{status}): #{inspect(output)}")
test/symphony_elixir/live_e2e_test.exs	714	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("failed to start live docker workers (status #{status}): #{inspect(output)}")
test/symphony_elixir/live_e2e_test.exs	757	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	flunk("timed out waiting for SSH worker #{worker_host} to accept connections")
test/symphony_elixir/merge_conflict_reconciler_test.exs	90	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:delivery, _, _}
test/symphony_elixir/merge_conflict_reconciler_test.exs	102	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:delivery, _, _}
test/symphony_elixir/observability_pubsub_test.exs	24	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.PubSub)
test/symphony_elixir/orchestrator/dispatch_policy_domain_test.exs	60	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue, state, dispatch_policy_settings())
test/symphony_elixir/orchestrator/dispatch_policy_domain_test.exs	80	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue, state, dispatch_policy_settings())
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	19	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue("next-ready", "Ready"), state, settings)
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	24	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	30	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	57	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue("refining", "Refining"), state, settings)
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	58	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue("review", "Needs Refinement Review"), state, settings)
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	59	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue("ready", "Ready"), state, settings)
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	60	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue("progress", "In Progress"), state, settings)
test/symphony_elixir/orchestrator/dispatch_policy_test.exs	61	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute DispatchPolicy.should_dispatch_issue?(issue("merge", "Ready to Merge"), state, settings)
test/symphony_elixir/orchestrator/events_test.exs	60	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute recursively_has_key?(payload, "workflow_version_id")
test/symphony_elixir/orchestrator_multi_project_test.exs	126	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:candidate_fetch, "linear-b"}, 500
test/symphony_elixir/orchestrator_multi_project_test.exs	179	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:candidate_fetch, "linear-a"}, 200
test/symphony_elixir/orchestrator_multi_project_test.exs	220	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute log =~ "Rate-limit gate evaluation failed"
test/symphony_elixir/orchestrator_multi_project_test.exs	221	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute log =~ "missing_project_context"
test/symphony_elixir/orchestrator_multi_project_test.exs	266	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:candidate_fetch, "linear-a"}, 200
test/symphony_elixir/orchestrator_multi_project_test.exs	267	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:candidate_fetch, "linear-b"}, 200
test/symphony_elixir/orchestrator_operator_tasks_test.exs	131	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	168	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	213	refute	structure-data	rewrite-exact	tested data/state contract	refute second.run_id == first.run_id
test/symphony_elixir/orchestrator_operator_tasks_test.exs	247	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	265	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	282	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	295	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :day_dreaming, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	388	refute	structure-data	rewrite-exact	tested data/state contract	refute run_id == stale_run_id
test/symphony_elixir/orchestrator_operator_tasks_test.exs	391	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(state.running, stale_run_id)
test/symphony_elixir/orchestrator_operator_tasks_test.exs	416	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, _run_id, _runner_pid, _worker_host}, 100
test/symphony_elixir/orchestrator_operator_tasks_test.exs	466	flunk	control-flow	rewrite-match	explicit success shape	flunk("timed out waiting for orchestrator snapshot state: #{inspect(snapshot)}")
test/symphony_elixir/orchestrator_rate_limit_gate_test.exs	59	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive :fetch_candidate_issues_called, 100
test/symphony_elixir/orchestrator_status_test.exs	1379	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Process.alive?(worker_pid)
test/symphony_elixir/orchestrator_status_test.exs	1380	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(state.running, issue_id)
test/symphony_elixir/orchestrator_status_test.exs	1452	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(state.running, issue_id)
test/symphony_elixir/orchestrator_status_test.exs	1513	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Process.alive?(worker_pid)
test/symphony_elixir/orchestrator_status_test.exs	1514	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(state.running, issue_id)
test/symphony_elixir/orchestrator_status_test.exs	1518	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(state.blocked, issue_id)
test/symphony_elixir/orchestrator_status_test.exs	1576	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(state.retry_attempts, issue_id)
test/symphony_elixir/orchestrator_status_test.exs	1648	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Process.alive?(worker_pid)
test/symphony_elixir/orchestrator_status_test.exs	1701	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:update_issue_state_id, ^issue_id, _state_id}, 100
test/symphony_elixir/orchestrator_status_test.exs	1711	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute log =~ "app_status=offline"
test/symphony_elixir/orchestrator_status_test.exs	1821	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute rendered =~ "╭─"
test/symphony_elixir/orchestrator_status_test.exs	1822	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute rendered =~ "╰─"
test/symphony_elixir/orchestrator_status_test.exs	2135	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute log =~ "app_status=offline"
test/symphony_elixir/orchestrator_status_test.exs	2168	flunk	control-flow	rewrite-match	explicit success shape	flunk("timed out waiting for orchestrator snapshot state: #{inspect(snapshot)}")
test/symphony_elixir/orchestrator_workspace_disk_guard_test.exs	87	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:issue_agent_started, ^issue_id, _runner_pid}, 100
test/symphony_elixir/orchestrator_workspace_disk_guard_test.exs	108	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:operator_runner_started, :nap, ^run_id, _runner_pid}, 100
test/symphony_elixir/orchestrator_workspace_disk_guard_test.exs	142	refute_receive	timing	retain	ExUnit mailbox timeout contract	refute_receive {:issue_agent_started, ^issue_id, _runner_pid}, 100
test/symphony_elixir/orchestrator_workspace_disk_guard_test.exs	155	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(:sys.get_state(pid).blocked, issue.id)
test/symphony_elixir/persistence/project_test.exs	7	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(Repo)
test/symphony_elixir/persistence/read_errors_test.exs	12	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir/persistence/run_pagination_test.exs	35	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute second.has_more?
test/symphony_elixir/persistence/schema_changeset_test.exs	10	refute	structure-data	rewrite-exact	tested data/state contract	refute RunRecord.changeset(%RunRecord{}, %{kind: "issue", status: "running"}).valid?
test/symphony_elixir/persistence/schema_changeset_test.exs	11	refute	structure-data	rewrite-exact	tested data/state contract	refute RunRecord.changeset(%RunRecord{}, %{kind: "other", status: "running"}).valid?
test/symphony_elixir/persistence/schema_changeset_test.exs	12	refute	structure-data	rewrite-exact	tested data/state contract	refute RunRecord.changeset(%RunRecord{}, %{kind: "issue", issue_identifier: "CCR-1", status: "running", execution_mode: "remote"}).valid?
test/symphony_elixir/persistence/schema_changeset_test.exs	18	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Worker.changeset(%Worker{}, %{status: "online"}).valid?
test/symphony_elixir/persistence/schema_changeset_test.exs	19	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Worker.changeset(%Worker{}, %{name: "worker-1", status: "busy"}).valid?
test/symphony_elixir/persistence/schema_changeset_test.exs	25	refute	structure-data	rewrite-exact	tested data/state contract	refute WorkspaceRecord.changeset(%WorkspaceRecord{}, %{issue_identifier: "CCR-1", status: "active"}).valid?
test/symphony_elixir/persistence/schema_changeset_test.exs	26	refute	structure-data	rewrite-exact	tested data/state contract	refute WorkspaceRecord.changeset(%WorkspaceRecord{}, %{path: "/tmp/CCR-1", status: "active"}).valid?
test/symphony_elixir/persistence/workflow_store_test.exs	20	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir/persistence/workflow_store_test.exs	62	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute WorkflowStore.export_workflow(%WorkflowRecord{raw_workflow_md: "raw workflow"}) =~ "raw workflow"
test/symphony_elixir/profile_prompt_summary_test.exs	29	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute replace.uses_base_prompt?
test/symphony_elixir/profile_prompt_summary_test.exs	51	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute backend.prompt_used?
test/symphony_elixir/redaction_test.exs	65	refute	security-redline	retain-with-contract	security owning contract	refute inspect(expected) =~ "ordinary-secret"
test/symphony_elixir/redaction_test.exs	66	refute	security-redline	retain-with-contract	security owning contract	refute inspect(expected) =~ "key-secret"
test/symphony_elixir/redaction_test.exs	67	refute	security-redline	retain-with-contract	security owning contract	refute inspect(expected) =~ "session-secret"
test/symphony_elixir/redaction_test.exs	99	refute	structure-data	rewrite-exact	tested data/state contract	refute String.valid?(invalid)
test/symphony_elixir/redaction_test.exs	115	refute	structure-data	rewrite-exact	tested data/state contract	refute String.valid?(binary_part(value, 0, 500))
test/symphony_elixir/run_history_test.exs	133	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute tool_call.low_signal
test/symphony_elixir/runtime_proxy_test.exs	64	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute RuntimeProxy.connect_options("https://api.example.test") == []
test/symphony_elixir/runtime_proxy_test.exs	73	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute RuntimeProxy.connect_options("https://api.example.test") == []
test/symphony_elixir/ssh_test.exs	43	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute trace =~ "-p 2200"
test/symphony_elixir/ssh_test.exs	132	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute trace =~ " -F "
test/symphony_elixir/ssh_test.exs	186	flunk	control-flow	rewrite-match	explicit success shape	defp wait_for_trace!(trace_file, 0), do: flunk("timed out waiting for fake ssh trace at #{trace_file}")
test/symphony_elixir/state_name_payload_test.exs	11	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute StateName.blank_string?(:atom)
test/symphony_elixir/state_name_payload_test.exs	27	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute Text.blank?(:atom)
test/symphony_elixir/state_name_payload_test.exs	31	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute Text.blankish?(:atom)
test/symphony_elixir/status_dashboard_log_test.exs	15	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute log =~ "level="
test/symphony_elixir/status_dashboard_log_test.exs	16	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute log =~ "source="
test/symphony_elixir/status_dashboard_log_test.exs	93	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute :sys.get_state(pid).enabled
test/symphony_elixir/status_dashboard_log_test.exs	102	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute source =~ "IO.ANSI.home"
test/symphony_elixir/status_dashboard_log_test.exs	103	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute source =~ "IO.ANSI.clear"
test/symphony_elixir/status_dashboard_log_test.exs	104	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute source =~ "terminal_log_line"
test/symphony_elixir/status_dashboard_log_test.exs	105	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute source =~ "level=#"
test/symphony_elixir/status_dashboard_log_test.exs	106	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute source =~ "source=#"
test/symphony_elixir/status_dashboard_log_test.exs	107	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute source =~ "entity=#"
test/symphony_elixir/web_fake_persistence_test.exs	141	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir/worker/assignment_manager_test.exs	141	refute	structure-data	rewrite-exact	tested data/state contract	refute next.id == assignment.id
test/symphony_elixir/worker/assignment_manager_test.exs	142	refute	structure-data	rewrite-exact	tested data/state contract	refute next.run_id == assignment.run_id
test/symphony_elixir/worker/cleanup_test.exs	17	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(expired)
test/symphony_elixir/worker/cleanup_test.exs	47	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(first)
test/symphony_elixir/worker/execution_payload_test.exs	13	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(execution, "revision")
test/symphony_elixir/worker/execution_payload_test.exs	29	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(execution["handoff"], "command")
test/symphony_elixir/worker/execution_payload_test.exs	35	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(execution, "issue")
test/symphony_elixir/worker/execution_payload_test.exs	36	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(execution, "prompt")
test/symphony_elixir/worker/execution_payload_test.exs	37	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Map.has_key?(execution, "workflow_profile")
test/symphony_elixir/worker/executor_test.exs	77	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join(workspace, "stale.txt"))
test/symphony_elixir/worker/executor_test.exs	126	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(marker)
test/symphony_elixir/worker/executor_test.exs	165	flunk	control-flow	rewrite-match	explicit success shape	{output, status} -> flunk("git #{Enum.join(args, " ")} failed (#{status}): #{output}")
test/symphony_elixir/worker/http_integration_test.exs	155	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute inspect(result) =~ "workflow_version_id"
test/symphony_elixir/worker/payload_test.exs	12	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Map.has_key?(Map.from_struct(payload), :workflow_version_id)
test/symphony_elixir/worker/validation_test.exs	32	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute contents =~ "sensitive"
test/symphony_elixir/worker/validation_test.exs	33	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute contents =~ "bad"
test/symphony_elixir/workflow_form_disk_guard_test.exs	15	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(setup_config["agent"], "max_concurrent_agents")
test/symphony_elixir/workflow_form_disk_guard_test.exs	17	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(draft, "agent_max_concurrent_agents")
test/symphony_elixir/workflow_form_disk_guard_test.exs	21	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(config["agent"], "max_concurrent_agents")
test/symphony_elixir/workflow_form_disk_guard_test.exs	32	refute	structure-data	rewrite-exact	tested data/state contract	refute Map.has_key?(draft, "workspace_min_free_bytes")
test/symphony_elixir/workflow_settings_package_test.exs	103	flunk	deployment-capability	review	docs/compose.md or docs/deployment.md	{:error, reason} -> flunk("expected raw workflow, got #{inspect(reason)}")
test/symphony_elixir/workflow_store_fake_persistence_test.exs	40	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute Map.get(workflow, :setup_required, false)
test/symphony_elixir/workflow_store_fake_persistence_test.exs	51	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute FakePersistence.current_workflow()
test/symphony_elixir/workflow_store_multi_project_test.exs	213	refute	structure-data	rewrite-exact	tested data/state contract	refute project_b.id in final_project_ids
test/symphony_elixir/workflow_store_test.exs	125	refute	structure-data	rewrite-exact	tested data/state contract	refute retained_state.source.type == :setup_required
test/symphony_elixir/workflow_store_test.exs	166	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir/workflow_store_test.exs	179	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir/workspace/source_preparation_test.exs	196	refute	security-redline	retain-with-contract	security owning contract	refute ssh_hook =~ "credential.helper="
test/symphony_elixir/workspace/source_preparation_test.exs	211	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute https_hook =~ "GIT_SSH_COMMAND"
test/symphony_elixir/workspace/source_preparation_test.exs	213	refute	security-redline	retain-with-contract	security owning contract	refute https_hook =~ "credential.helper="
test/symphony_elixir/workspace/source_preparation_test.exs	292	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join(second_workspace, "local-progress.txt"))
test/symphony_elixir/workspace/source_preparation_test.exs	293	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join([second_workspace, "deps", "cache.txt"]))
test/symphony_elixir/workspace/source_preparation_test.exs	294	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join([second_workspace, "_build", "artifact.txt"]))
test/symphony_elixir/workspace/source_preparation_test.exs	295	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join([second_workspace, "tmp", "scratch.txt"]))
test/symphony_elixir/workspace/source_preparation_test.exs	515	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join([workspace_root, "MT-INITIALIZE-TIMEOUT", "after-create"]))
test/symphony_elixir/workspace/source_preparation_test.exs	730	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(target_workspace)
test/symphony_elixir/workspace/source_preparation_test.exs	795	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(workspace)
test/symphony_elixir/workspace/source_preparation_test.exs	820	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(workspace)
test/symphony_elixir/workspace/source_preparation_test.exs	845	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(workspace)
test/symphony_elixir/workspace/source_preparation_test.exs	882	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(workspace)
test/symphony_elixir/workspace/worktree_source_preparation_test.exs	41	refute	structure-data	rewrite-exact	tested data/state contract	refute File.exists?(Path.join([worktree_root, "WT-BAD", ".git"]))
test/symphony_elixir/workspace_disk_guard_test.exs	34	flunk	control-flow	rewrite-match	explicit success shape	free_bytes_fun: fn _path -> flunk("disk check should be skipped") end
test/symphony_elixir_web/admin/observability_presenter_test.exs	18	refute	security-redline	retain-with-contract	security owning contract	refute text =~ "secret"
test/symphony_elixir_web/admin/observability_presenter_test.exs	19	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute text =~ "cookie\" => \"cookie"
test/symphony_elixir_web/admin/project_settings_test.exs	52	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute ProjectSettings.changed?(project, Map.merge(ProjectSettings.attrs(%{"name" => "Default", "slug" => "default"}), %{linear_project_slug: "", repository_url: ""}))
test/symphony_elixir_web/analytics_live_test.exs	26	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/analytics_live_test.exs	37	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/analytics_live_test.exs	120	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/analytics_live_test.exs	127	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "No persisted analytics data for this range."
test/symphony_elixir_web/analytics_live_test.exs	128	refute	structure-data	rewrite-exact	tested data/state contract	refute html =~ "Persisted runs in range"
test/symphony_elixir_web/dashboard_presenter_test.exs	52	refute	structure-data	rewrite-exact	tested data/state contract	refute DashboardPresenter.session_history_expanded?(MapSet.new(), entry)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	129	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	135	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Listening:"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	136	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Start listening"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	137	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Stop listening"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	138	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Force stop all agents"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	142	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	149	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "No persisted runs yet."
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	153	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	176	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "MT-PAGE-30"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	188	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	209	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ ~s(href="/issues/)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	218	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	238	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	243	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute html =~ "Worker mode inactive"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	250	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	305	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute run_html =~ "Workflow Version"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	306	refute	deployment-capability	review	docs/compose.md or docs/deployment.md	refute run_html =~ "ID: workflow-1"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	307	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute run_html =~ "active: true"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	313	refute	security-redline	retain-with-contract	security owning contract	refute run_html =~ "secret"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	326	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute filtered_events_html =~ "run.failed"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	330	refute	structure-data	rewrite-exact	tested data/state contract	refute Process.whereis(SymphonyElixir.Repo)
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	394	refute	security-redline	retain-with-contract	security owning contract	refute html =~ "secret"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	395	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute html =~ "Empty Codex notification; detailed payload was not persisted"
test/symphony_elixir_web/live/observability_fake_persistence_test.exs	402	refute	implementation-detail	review-delete-or-positive	nearest owning contract	refute error_html =~ "Linear state moved In Progress"
